epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,0.6855582222342491,0.58984375,0.6612226814031601,0.7668269276618958
2,0.635148711502552,0.76953125,0.6016960293054581,0.7199519276618958
3,0.5409319065511227,0.79296875,0.5201651155948639,0.7355769276618958
4,0.4492967687547207,0.8125,0.46390047669410706,0.7512019276618958
5,0.39472206495702267,0.82421875,0.4423529952764511,0.8016826957464218
6,0.38683250080794096,0.8359375,0.40602176636457443,0.7668269276618958
7,0.4516029944643378,0.80078125,0.4053024724125862,0.7668269276618958
8,0.33881194423884153,0.86328125,0.37102021276950836,0.8329326957464218
9,0.3318731216713786,0.87109375,0.36879122257232666,0.8329326957464218
10,0.3218064038082957,0.8828125,0.37466995418071747,0.8329326957464218
11,0.29258697014302015,0.88671875,0.3640866205096245,0.7980769276618958
12,0.29709711810573936,0.890625,0.3611639067530632,0.8137019276618958
13,0.31706895027309656,0.86328125,0.38502976670861244,0.8449519276618958
14,0.2805128281470388,0.87890625,0.3409550115466118,0.8449519276618958
15,0.3082593842409551,0.86328125,0.3526717275381088,0.8293269276618958
16,0.25717939622700214,0.890625,0.3562474399805069,0.8100961595773697
17,0.23673199815675616,0.91015625,0.36370690912008286,0.7944711595773697
18,0.2236189916729927,0.91015625,0.3832518011331558,0.8137019276618958
19,0.2453820826485753,0.8828125,0.410617109388113,0.7980769276618958
20,0.21181811671704054,0.91796875,0.39912324771285057,0.7980769276618958
21,0.21858843346126378,0.93359375,0.3935031406581402,0.7980769276618958
22,0.20438637444749475,0.91796875,0.4180446155369282,0.7788461595773697
23,0.19868398248218,0.90234375,0.4175071530044079,0.7980769276618958
24,0.20174295484321192,0.921875,0.4865380711853504,0.8137019276618958
25,0.18026951956562698,0.9296875,0.3950800821185112,0.7980769276618958
26,0.17530348990112543,0.9453125,0.5056616961956024,0.7824519276618958
27,0.14768542326055467,0.953125,0.4782131388783455,0.8016826957464218
28,0.13127475581131876,0.94921875,0.5184150896966457,0.8016826957464218
29,0.12068370380438864,0.96484375,0.5174439121037722,0.8016826957464218
30,0.11306405579671264,0.96875,0.517670713365078,0.8016826957464218
31,0.10043441219022498,0.97265625,0.5555840395390987,0.8016826957464218
32,0.09271843876194907,0.97265625,0.5412920899689198,0.8016826957464218
33,0.08594830986112356,0.9765625,0.5959445852786303,0.7980769276618958
34,0.07908291858620942,0.9765625,0.5645614806562662,0.8016826957464218
35,0.07287726838694653,0.984375,0.6523320507258177,0.7824519276618958
36,0.07484524336177856,0.984375,0.5397712644189596,0.8329326957464218
37,0.06663700222270563,0.984375,0.6610957160592079,0.7824519276618958
38,0.05233811754078488,0.98828125,0.5907275825738907,0.8173076957464218
39,0.04885670015937649,0.98828125,0.7005072999745607,0.7824519276618958
40,0.041219827136956155,0.9921875,0.6928255371749401,0.7980769276618958
41,0.03876075049629435,0.99609375,0.6566942669451237,0.8173076957464218
42,0.03564011584603577,0.9921875,0.6741794925183058,0.8173076957464218
43,0.03201206331141293,0.99609375,0.6700449083000422,0.7980769276618958
44,0.02618831698782742,0.99609375,0.7054699510335922,0.7980769276618958
45,0.02365547901717946,0.99609375,0.7588266199454665,0.7980769276618958
46,0.022738292974224805,0.99609375,0.6739991623908281,0.8137019276618958
47,0.043046427716035396,0.96875,0.7589495070278645,0.7980769276618958
48,0.024642885575303808,1.0,0.7457182090729475,0.8137019276618958
49,0.01787154164048843,1.0,0.8055635821074247,0.8137019276618958
50,0.01459372986573726,1.0,0.7601889558136463,0.8137019276618958
51,0.011827194815850817,1.0,0.7503652665764093,0.8485576957464218
52,0.009664146136628915,1.0,0.7874178653582931,0.8329326957464218
53,0.012041220048558898,1.0,0.8043314330279827,0.8137019276618958
54,0.00911253082449548,0.99609375,0.9072680855169892,0.8137019276618958
55,0.01037776400335133,1.0,0.799132096581161,0.8449519276618958
56,0.007224711087474134,1.0,0.8113884357735515,0.8449519276618958
57,0.005512043877388351,1.0,0.8433051249012351,0.8449519276618958
58,0.004567663601108052,1.0,0.8761266013607383,0.8137019276618958
59,0.004267858072125819,1.0,0.8931562481448054,0.8293269276618958
60,0.0037908818558207713,1.0,0.9035730743780732,0.8137019276618958
61,0.0038412032154155895,1.0,0.9142360091209412,0.8293269276618958
62,0.004006771261629183,1.0,0.9029750740155578,0.8293269276618958
63,0.0033584028933546506,1.0,0.9576115868985653,0.8293269276618958
64,0.003040999814402312,1.0,0.9422361077740788,0.8137019276618958
65,0.002816396314301528,1.0,0.967384600546211,0.8293269276618958
66,0.0027409827598603442,1.0,0.9635756239295006,0.8137019276618958
67,0.002823505517881131,1.0,0.9580160034820437,0.8293269276618958
68,0.0026049628686450887,1.0,0.9901593225076795,0.8293269276618958
69,0.0020683754091521678,1.0,0.9992216597311199,0.8293269276618958
70,0.0019578839264795533,1.0,0.9855897002853453,0.8137019276618958
71,0.002256842355564004,1.0,1.0084912041202188,0.8293269276618958
72,0.0017432112306865477,1.0,0.9997156844474375,0.8449519276618958
73,0.0016445436560843518,1.0,0.985946019180119,0.8293269276618958
74,0.0015363716369165559,1.0,1.026309857610613,0.8137019276618958
75,0.0015249984116962878,1.0,1.031530411913991,0.8137019276618958
76,0.0014941003937565256,1.0,1.043238403275609,0.8293269276618958
77,0.0014305018812592607,1.0,1.0524001261219382,0.8293269276618958
78,0.0012486800587794278,1.0,1.0558878108859062,0.8293269276618958
79,0.0011641411965683801,1.0,1.0551455551758409,0.8293269276618958
80,0.0011350558215781348,1.0,1.063509488478303,0.8293269276618958
81,0.00107325757221588,1.0,1.064166245982051,0.8293269276618958
82,0.0010288180253961166,1.0,1.080164698883891,0.8293269276618958
83,0.0009931295113574379,1.0,1.0746402451768517,0.8293269276618958
84,0.0009758211381267756,1.0,1.0930232112295926,0.8293269276618958
85,0.0009262118028345867,1.0,1.0871865949593484,0.8293269276618958
86,0.0008757035943678382,1.0,1.097666462417692,0.8293269276618958
87,0.0009244072643923573,1.0,1.1047509461641312,0.8293269276618958
88,0.0008165393724084424,1.0,1.1052945610135794,0.8293269276618958
89,0.0008640763562652864,1.0,1.1073221513070166,0.8293269276618958
90,0.0007676449858990964,1.0,1.1137151937000453,0.8137019276618958
91,0.0007413157406830351,1.0,1.1303394036367536,0.8293269276618958
92,0.0007520001272496302,1.0,1.1277823061682284,0.8293269276618958
93,0.0006854128044437857,1.0,1.133326360490173,0.8293269276618958
94,0.0006809411343056126,1.0,1.135118861682713,0.8293269276618958
95,0.0006378474881785223,1.0,1.1462138881906867,0.8293269276618958
96,0.0006378804537234828,1.0,1.1481729880906641,0.8293269276618958
97,0.0005948923479353607,1.0,1.1525807995349169,0.8293269276618958
98,0.0005799414599607644,1.0,1.1536675007082522,0.8293269276618958
99,0.0006526026245410321,1.0,1.1645600805059075,0.8293269276618958
100,0.0005656808862113394,1.0,1.1713170176371932,0.8293269276618958
